form	lemma	POS	morph
སྟ་	སྟ་	OTHER
སོགས་	སོགས་	DET
རྒྱུ་	རྒྱུ་	NOUN
ཚོགས་	ཚོགས་	NOUN
ཚང་བ་	ཚང་བ་	VERB
ར་	ལ་	PART
བསྒྲུབས་	བསྒྲུབས་	VERB
ཏེ་	སྟེ་	PART
ཕྱི་མ་	ཕྱི་མ་	ADJ
ར་	ལ་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
འི་	གི་	PART
སྐྱེ་	སྐྱེ་	NOUN
སྩོཁོགས་		NON_WORD
ཤིང་	ཅིང་	PART
དལ་འབྱོར་	དལ་འབྱོར་	NOUN
གྱི་	གི་	PART
རྟེན་	རྟེན་	NOUN
བཟང་	བཟང་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
བར་མ་	བར་མ་	ADJ
ཆད་	ཆད་	VERB
དུ་	ལ་	PART
འཐོབ་པ་	འཐོབ་པ་	VERB
འི་	གི་	PART
གདེང་	གདེང་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ཞིག་	ཅིག་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱེད་	བྱེད་	VERB
ནུས་པ་	ནུས་པ་	VERB
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
ལྷས་བྱིན་	ལྷས་བྱིན་	PROPN
གྱིས་	གིས་	PART
བརླབ་	བརླབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
།༈		PUNCT
ཤེསྐུར༷སྒོངཚདང་		NON_WORD
ཐུན་	ཐུན་	NOUN
སྣུནང་		NON_WORD
ང་	ང་	PRON
༔		PUNCT
རི་	རི་	NOUN
རྟསྒོམཁངབབའི་		NON_WORD
		
སྦྱང་བ་	སྦྱང་བ་	VERB
ལ་	ལ་	PART
གཉིས་	གཉིས་	NUM
།		PUNCT
ཐར་པ་	ཐར་པ་	VERB
དོན་གཉེར་	དོན་གཉེར་	NOUN
གྱི་	གི་	PART
བློ་	བློ་	NOUN
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཐར་པ་	ཐར་པ་	VERB
ར་	ལ་	PART
བགྲོད་པ་	བགྲོད་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
གྱི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གཏན་	གཏན་	NOUN
ལདབབ་པ་	ལདབབ་པ་	NON_WORD
འོ་	གོ་	PART
།		PUNCT
དང་	དང་	NO_POS
རྒོལགཉིས་		NON_WORD
།		PUNCT
སྡུག་བདེན་	སྡུག་བདེན་	NO_POS
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
ཉེས་དམིགས་	ཉེས་དམིགས་	NOUN
བསམ་པ་	བསམ་པ་	VERB
།		PUNCT
ཀུན་འབྱུང་	ཀུན་འབྱུང་	NOUN
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
		
འཇུག་	འཇུག་	VERB
རིམ་	རིམ་	NOUN
བསམ་པ་	བསམ་པ་	VERB
འོ་	གོ་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
འཆི་བ་	འཆི་བ་	VERB
རྗེས་སུ་	རྗེས་སུ་	OTHER
དྲན་	དྲན་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
ཤི་	ཤི་	VERB
ན་	ནས་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
ར་	ལ་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
བསམ་	བསམ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
སྐྱབས་	སྐྱབས་	NOUN
འལོ་		NON_WORD
།་		PUNCT
དང་ལ་	དང་ལ་	NO_POS
ས་	གིས་	PART
འབྲས་	འབྲས་	NOUN
ཀྱི་	གི་	PART
ཉམས་ལེན་	ཉམས་ལེན་	NOUN
ལ་	ལ་	PART
འབད་པ་	འབད་པ་	VERB
ས་	གིས་	PART
བདེ་	བདེ་	VERB
འསྐུའི་		NON_WORD
བོན་	བོན་	NO_POS
འཕང་	འཕང་	VERB
འལྔ་བ་	འལྔ་བ་	NON_WORD
སྣུ་		NON_WORD
།		PUNCT
ད་	ད་	ADV
ཀྱང་	ཀྱང་	PART
།		PUNCT
འཁེ་		NON_WORD
ར་བ་	ར་བ་	NOUN
འི་	གི་	PART
གནས་	གནས་	NOUN
ཀྱི་	གི་	PART
ཕུན་	ཕུན་	NO_POS
སྣུ་		NON_WORD
ག་	ག་	PRON
ས་	གིས་	PART
ཅི་ཙམ་	ཅི་ཙམ་	NO_POS
ཐོབ་	ཐོབ་	VERB
ཀྱང་	ཀྱང་	PART
ཡིད་བརྟན་	ཡིད་བརྟན་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
༄།		PUNCT
ན་	ལ་	PART
གྱི་	གི་	PART
གཞན་དབང་	གཞན་དབང་	NO_POS
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ལས་མ་	ལས་མ་	NO_POS
འདའ་	འདའ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ངན་སོང་	ངན་སོང་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
བཅད་	བཅད་	VERB
གླགས་	གླགས་	VERB
མེད་པ་	མེད་པ་	VERB
ལྟ་ཅི་	ལྟ་ཅི་	NO_POS
བློ་	བློ་	NOUN
ས་	གིས་	PART
།		PUNCT
མི་	མི་	PART
ར་	ལ་	PART
སྐྱེ་	སྐྱེ་	VERB
ཀྱང་	ཀྱང་	PART
སྐྱེ་	སྐྱེ་	NOUN
རྒ་	རྒ་	NO_POS
ན་	ལ་	PART
འཆི་	འཆི་	VERB
དང་	དང་	NO_POS
།		PUNCT
དགྲ་	དགྲ་	NOUN
མི་	མི་	PART
སྡུག་པ་	སྡུག་པ་	VERB
དང་	དང་	NO_POS
ཕྲད་པ་	ཕྲད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཉེན་	གཉེན་	NOUN
སྡུག་པ་	སྡུག་པ་	VERB
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འདོད་པ་	འདོད་པ་	VERB
བཙལ་	བཙལ་	NO_POS
ཀྱང་	ཀྱང་	PART
མི་	མི་	PART
རྙེད་པ་	རྙེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མི་འདོད་པ་	མི་འདོད་པ་	NO_POS
		
།		PUNCT
ག་	ག་	PRON
ཏུ་	ལ་	PART
བབས་པ་	བབས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཅདར་		NON_WORD
ཡོད་པ་	ཡོད་པ་	VERB
གསྐུ་		NON_WORD
།		PUNCT
ག་	ག་	PRON
སྲུང་	སྲུང་	VERB
དང་	དང་	NO_POS
།		PUNCT
མེད་པ་	མེད་པ་	VERB
འཚོལ་	འཚོལ་	VERB
འགྲོ་	འགྲོ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བཀྲེས་	བཀྲེས་	VERB
སྒོམ་	སྒོམ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ངལ་བ་	ངལ་བ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
དུ་མ་	དུ་མ་	ADJ
མྱོང་	མྱོང་	VERB
།		PUNCT
ལྷ་མ་	ལྷ་མ་	PROPN
ཡིན་	ཡིན་	NO_POS
རྣམས་	རྣམས་	DET
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
དཔལ་འབྱོར་	དཔལ་འབྱོར་	OTHER
ལ་	ལ་	PART
མི་	མི་	PART
བཧྭ་		NON_WORD
ད་པ་	ད་པ་	ADV
འི་	གི་	PART
ཕྲག་	ཕྲག་	NUM
ཆདག་		NON_WORD
གིས་	གིས་	PART
ཡིད་	ཡིད་	NOUN
གདུང་	གདུང་	NOUN
ཞིང་	ཅིང་	PART
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
འཐབ་པ་	འཐབ་པ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
མྱོང་	མྱོང་	VERB
།		PUNCT
འདོད་ལྷ་	འདོད་ལྷ་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
འཆི་	འཆི་	VERB
འཕོ་བ་	འཕོ་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
འཆི་ལྟས་	འཆི་ལྟས་	NOUN
ལྔ་	ལྔ་	NUM
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
མྱ་ངན་	མྱ་ངན་	NOUN
གྱིས་	གིས་	PART
ཡིད་	ཡིད་	NOUN
གདུང་བ་	གདུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གནས་	གནས་	NOUN
འོག་མ་	འོག་མ་	ADJ
ར་	ལ་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལྷ་མ་	ལྷ་མ་	PROPN
ཡིན་	ཡིན་	NO_POS
དང་	དང་	NO_POS
འཐབ་པ་	འཐབ་པ་	VERB
སྐུ་	སྐུ་	NOUN
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
ཀྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
སྣུ་		NON_WORD
།		PUNCT
ང་	ང་	PRON
།		PUNCT
ཁམས་བོ་	ཁམས་བོ་	NOUN
།		PUNCT
ང་	ང་	PRON
མ་	མ་	PART
གཉིས་	གཉིས་	NUM
སུ་	ལ་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
མེད་	མེད་	VERB
ཀྱང་	ཀྱང་	PART
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
྅་		NON_WORD
ན་	ལ་	PART
གྱི་	གི་	PART
འཆིང་བ་	འཆིང་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
		
མ་བོ་	མ་བོ་	PART
།		PUNCT
ལ་བ་	ལ་བ་	NOUN
ས་	གིས་	PART
།		PUNCT
ལས་བཟང་	ལས་བཟང་	NO_POS
ཝ་	ཝ་	OTHER
འི་	གི་	PART
འཕེན་པ་	འཕེན་པ་	VERB
ཟད་	ཟད་	VERB
ན་	ནས་	PART
རང་དབང་	རང་དབང་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
སོགས་	སོགས་	DET
སུ་	ལ་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
མདོར་ན་	མདོར་ན་	NO_POS
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
བདེ་	བདེ་	VERB
འབྱོར་	འབྱོར་	VERB
ཅི་ཙམ་	ཅི་ཙམ་	NO_POS
ལ་	ལ་	PART
ལོངས་	ལོངས་	VERB
སྤྱད་	སྤྱད་	VERB
ཀྱང་	ཀྱང་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ངེས་པ་		
འདོ་	འདོ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
ཕུན་ཚོགས་	ཕུན་ཚོགས་	ADJ
ཐོབ་པ་	ཐོབ་པ་	VERB
ལ་	ལ་	PART
ཡིད་བརྟན་	ཡིད་བརྟན་	NOUN
མེད་	མེད་	VERB
།		PUNCT
དགྲ་གཉེན་	དགྲ་གཉེན་	NOUN
		
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
ཕན་ཚུན་	ཕན་ཚུན་	ADV
འགྱུར་	འགྱུར་	VERB
ན་	ནས་	PART
འལོག་		NON_WORD
བ་	བ་	ADP
ཕན་	ཕན་	NOUN
གཐེ་		NON_WORD
།		PUNCT
ད་	ད་	ADV
བྱེད་པ་	བྱེད་པ་	VERB
ལ་	ལ་	PART
ཡིད་བརྟན་	ཡིད་བརྟན་	NOUN
མེད་	མེད་	VERB
།		PUNCT
ཡང་	ཀྱང་	PART
དང་	དང་	NO_POS
ཡང་	ཀྱང་	PART
དུ་	ལ་	PART
ལུས་	ལུས་	NOUN
གྲངས་མེད་པ་	གྲངས་མེད་པ་	NOUN
འདོ་	འདོ་	VERB
དགོས་པ་	དགོས་པ་	VERB
ས་	གིས་	PART
ལུས་	ལུས་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
ལ་	ལ་	PART
ཡིད་བརྟན་	ཡིད་བརྟན་	NOUN
མེད་	མེད་	VERB
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
རང་ཉིད་	རང་ཉིད་	OTHER
གཅིག་པུ་	གཅིག་པུ་	ADJ
ར་	ལ་	PART
འགྲོདགོས་པ་	འགྲོདགོས་པ་	NON_WORD
ས་	གིས་	PART
ཐོགས་	ཐོགས་	VERB
ལཡིད་		NON_WORD
བརྟན་	བརྟན་	VERB
མེད་	མེད་	VERB
།		PUNCT
ཐོག་མེད་	ཐོག་མེད་	PROPN
ན་	ནས་	PART
ཡང་ཡང་	ཡང་ཡང་	NO_POS
ཉིང་	ཉིང་	NO_POS
འཚམས་	འཚམས་	NO_POS
སྦྱར་བ་	སྦྱར་བ་	VERB
ས་	གིས་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
མཅན་པ་	མཅན་པ་	NON_WORD
མེད་	མེད་	VERB
།		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ལ་	ལ་	PART
ཅི་ཙམ་	ཅི་ཙམ་	NO_POS
སྤྱད་	སྤྱད་	VERB
ཀྱང་	ཀྱང་	PART
ངོམས་པ་	ངོམས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
སྲེད་པ་	སྲེད་པ་	VERB
ཆེ་	ཆེ་	VERB
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
འཕེལཏེ་		NON_WORD
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
མི་བཟད་པ་	མི་བཟད་པ་	NO_POS
དུ་མ་	དུ་མ་	ADJ
ལ་	ལ་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
གནས་	གནས་	NOUN
ཀྱི་	གི་	PART
ཟག་བཅས་	ཟག་བཅས་	NOUN
ཀྱི་	གི་	PART
ཚོར་བ་	ཚོར་བ་	VERB
བདེ་བ་	བདེ་བ་	VERB
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
སྔ་མ་	སྔ་མ་	ADJ
རེ་	རེ་	DET
འགག་	འགག་	VERB
ན་	ནས་	PART
ཕྱི་མ་	ཕྱི་མ་	ADJ
རེ་	རེ་	DET
སྐྱེས་པ་	སྐྱེས་པ་	VERB
ལ་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
བཟུང་བ་	བཟུང་བ་	VERB
ཙམ་	ཙམ་	DET
མགཏོགསཡུན་		NON_WORD
རིང་	རིང་	NOUN
བརྟེནཏ་		NON_WORD
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
དུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ས་	གིས་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
གྱི་	གི་	PART
།		PUNCT
འགྱུར་བ་	འགྱུར་བ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ཤ་སྟག་	ཤ་སྟག་	DET
ཡིན་	ཡིན་	NO_POS
།		PUNCT
ཟག་བཅས་	ཟག་བཅས་	NOUN
ཉེར་ལེན་	ཉེར་ལེན་	NO_POS
གྱི་	གི་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
འདི་ཉིད་	འདི་ཉིད་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
ཉོན་	ཉོན་	VERB
སྔ་མ་	སྔ་མ་	ADJ
འི་	གི་	PART
གཞན་དབང་	གཞན་དབང་	NO_POS
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཅིང་	ཅིང་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
དངཉོན་		NON_WORD
མོངས་	མོངས་	VERB
ཕྱི་མ་	ཕྱི་མ་	ADJ
སྐྱེད་པ་	སྐྱེད་པ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
ཝན་		NON_WORD
རྗེས་སུ་	རྗེས་སུ་	OTHER
འབྲེལ་བ་	འབྲེལ་བ་	VERB
ས་	གིས་	PART
ཚེ་	ཚེ་	NOUN
		
འདི་	འདི་	DET
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱི་	གི་	PART
རྟེན་བྱེད་	རྟེན་བྱེད་	NO_POS
ཅིང་	ཅིང་	PART
ཕྱི་མ་	ཕྱི་མ་	ADJ
ཕན་ཆད་	ཕན་ཆད་	ADV
ཀྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
རྣམས་	རྣམས་	DET
འདྲེན་པ་	འདྲེན་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
ཉེར་ལེན་	ཉེར་ལེན་	NO_POS
གྱི་	གི་	PART
ཕུང་	ཕུང་	VERB
ཝ་	ཝ་	OTHER
འི་	གི་	PART
